,PlayerW,PlayerB,EloW,EloB,ECO,Result,Year
3205,Carlsen,Nyback,,2211,A42,½-½,2001
3206,Gaasland,Carlsen,,2072,E32,0-1,2001
3207,Ribbegren,Carlsen,,2072,E30,1-0,2001
3208,Andersen,Carlsen,2057,2072,E59,0-1,2001
3209,Lada,Carlsen,2205,2072,A38,1-0,2001
3210,Kummerow,Carlsen,2307,2072,B63,½-½,2001
3211,Kacheishvili,Carlsen,2583,2072,E32,1-0,2001
3212,Braun,Carlsen,2203,2072,E32,½-½,2001
3213,Carlsen,Wachinger,2072,2234,B43,½-½,2001
3214,Carlsen,Vaculik,2072,2192,B06,1-0,2001
3215,Clements,Carlsen,,2084,B95,0-1,2001
3216,Kouvatsou,Carlsen,2234,2084,C55,½-½,2001
3217,Carlsen,Indrebo,2084,,A87,1-0,2001
3218,Reynolds,Carlsen,,2084,A45,½-½,2001
3219,Carlsen,Scheffknecht,2084,2150,B43,1-0,2001
3220,Banas,Carlsen,2361,2084,B38,1-0,2001
3221,Carlsen,Stojanovski,2084,2417,A34,½-½,2001
3222,Carlsen,Flaata,2084,2097,B00,1-0,2001
3223,Weighell,Carlsen,2119,2084,B22,1-0,2001
3224,Carlsen,Plachkinova,2084,2190,D16,0-1,2001
3225,Hersvik,Carlsen,2241,2084,A05,½-½,2001
3226,Stokke,Carlsen,2016,2084,A38,½-½,2001
3227,Carlsen,Miellet Bensan,2084,2243,B33,0-1,2001
3228,Nilssen,Carlsen,2333,2084,E05,1-0,2001
3229,Carlsen,Thorhallsson,2084,2456,A57,½-½,2001
3230,Gabrielsen,Carlsen,2280,2084,D37,0-1,2001
3231,Kvisvik,Carlsen,2106,2064,B40,½-½,2001
3232,Carlsen,Lahlum,2064,2233,C02,½-½,2001
3233,Petrov,Carlsen,2425,2064,B22,½-½,2001
3234,Hitzgerova,Carlsen,2255,2064,C86,1-0,2001
3235,Carlsen,Caoili,2064,2140,B43,½-½,2001
3236,Carlsen,Hermansson,2064,2400,B12,0-1,2001
3237,Hersvik,Carlsen,2195,2064,A38,½-½,2001
3238,Carlsen,Hole,2064,2245,B12,0-1,2001
3239,Carlsen,Vegh,2064,2305,B40,0-1,2001
3240,Badea,Carlsen,2492,2064,A17,1-0,2001
3241,Carlsen,Johansen,2064,2159,B02,1-0,2001
3242,Aarefjord,Carlsen,,2064,C28,0-1,2001
3243,Carlsen,Rukovci,2064,,A21,½-½,2001
3244,Kabashaj,Carlsen,,2064,A46,0-1,2001
3245,Carlsen,Breivik,2064,,C05,0-1,2001
3246,Flores,Carlsen,,2064,B76,0-1,2001
3247,Carlsen,Sollid,2064,,C63,0-1,2001
3248,Hagberg,Carlsen,,2064,C41,0-1,2001
3249,Carlsen,Moen,,2227,C42,0-1,2001
3250,Sorensen,Carlsen,2245,,D48,1-0,2001
3251,Carlsen,Johansen,,2097,B06,1-0,2001
3252,Grubert,Carlsen,2170,,C42,1-0,2001
3253,Ostmoe,Carlsen,2258,,D37,½-½,2001
3254,Carlsen,Nilssen,,2371,B32,0-1,2001
3255,Carlsen,Fant,,2062,C16,1-0,2001
3256,Carlsen,Brameld,,2095,B05,0-1,2001
3257,Edvardsen,Carlsen,2055,,D12,½-½,2001
3258,Carlsen,Olzem,,2179,D00,½-½,2000
3259,Kaiser,Carlsen,,,B08,0-1,2000
3260,Carlsen,Cordts,,2222,A31,0-1,2000
3261,Bartels,Carlsen,2170,,C59,½-½,2000
